Perioden	Regio's	Verkeer en vervoer/Motorvoertuigen/Personenauto's (aantal)	Verkeer en vervoer/Motorvoertuigen/Personenauto's. relatief (per 1 000 inwoners)	Verkeer en vervoer/Motorvoertuigen/Personenauto's particulieren (aantal)	Verkeer en vervoer/Motorvoertuigen/Personenauto's particulieren. relatief (per 1 000 inwoners)	Verkeer en vervoer/Motorvoertuigen/Bedrijfsmotorvoertuigen (aantal)	Verkeer en vervoer/Motorvoertuigen/Motorfietsen (aantal)	Verkeer en vervoer/Motorvoertuigen/Motorfietsen. relatief (per 1 000 inwoners)	Verkeer en vervoer/Motorvoertuigen/Voertuigen met bromfietskenteken (aantal)	Verkeer en vervoer/Motorvoertuigen/Voertuigen met bromfietskenteken (%) (per 1 000 inwoners)	Verkeer en vervoer/Lengte van wegen/Totale weglengte (kilometer)	Verkeer en vervoer/Lengte van wegen/Gemeentelijke en waterschapswegen (kilometer)	Verkeer en vervoer/Lengte van wegen/Provinciale wegen (kilometer)	Verkeer en vervoer/Lengte van wegen/Rijkswegen (kilometer)	Nabijheid voorzieningen/Gezondheid/Afstand tot huisartsenpraktijk (km)	Nabijheid voorzieningen/Gezondheid/Aantal huisartsenpraktijken binnen 3 km (aantal)	Nabijheid voorzieningen/Gezondheid/Afstand tot huisartsenpost (km)	Nabijheid voorzieningen/Gezondheid/Afstand tot ziekenhuis (km)	Nabijheid voorzieningen/Gezondheid/Aantal ziekenhuizen binnen 20 km (aantal)	Nabijheid voorzieningen/Kinderopvang/Afstand tot kinderdagverblijf (km)	Nabijheid voorzieningen/Kinderopvang/Aantal kinderdagverblijven binnen 3 km (aantal)	Nabijheid voorzieningen/Onderwijs/Afstand tot school basisonderwijs (km)	Nabijheid voorzieningen/Onderwijs/Aantal basisonderwijsscholen binnen 3 km (aantal)	Nabijheid voorzieningen/Onderwijs/Afstand tot school vmbo (km)	Nabijheid voorzieningen/Onderwijs/Aantal scholen vmbo binnen 5 km (aantal)	Nabijheid voorzieningen/Onderwijs/Afstand tot school havo/vwo (km)	Nabijheid voorzieningen/Onderwijs/Aantal scholen havo/vwo binnen 5 km (aantal)	Nabijheid voorzieningen/Detailhandel/Afstand tot grote supermarkt (km)	Nabijheid voorzieningen/Detailhandel/Aantal grote supermarkten binnen 3 km (aantal)	Nabijheid voorzieningen/Horeca/Afstand tot restaurant (km)	Nabijheid voorzieningen/Horeca/Aantal restaurants binnen 3 km (aantal)	Nabijheid voorzieningen/Vrije tijd en cultuur/Afstand tot bibliotheek (km)	Nabijheid voorzieningen/Vrije tijd en cultuur/Afstand tot bioscoop (km)	Nabijheid voorzieningen/Vrije tijd en cultuur/Aantal bioscopen binnen 10 km (aantal)	Nabijheid voorzieningen/Vrije tijd en cultuur/Afstand tot zwembad (km)	Nabijheid voorzieningen/Vrije tijd en cultuur/Afstand tot sportterrein (km)	Nabijheid voorzieningen/Groenvoorzieningen/Afstand tot openbaar groen (km)	Nabijheid voorzieningen/Verkeer en vervoer/Afstand tot oprit hoofdverkeersweg (km)	Nabijheid voorzieningen/Verkeer en vervoer/Afstand tot treinstation (km)	Milieu en bodemgebruik/Afval van huishoudens/Totaal huishoudelijk afval (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Huishoudelijk restafval (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Grof huishoudelijk restafval (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Gft-afval (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Oud papier en karton (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Verpakkingsglas (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Textiel (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Klein chemisch afval (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Overig huishoudelijk afval (1 000 kg)	Milieu en bodemgebruik/Bodemgebruik/Oppervlakte/Totale oppervlakte (km²)	Milieu en bodemgebruik/Bodemgebruik/Oppervlakte/Land (km²)	Milieu en bodemgebruik/Bodemgebruik/Oppervlakte/Water/Water totaal (km²)	Milieu en bodemgebruik/Bodemgebruik/Oppervlakte/Water/Binnenwater (km²)	Milieu en bodemgebruik/Bodemgebruik/Oppervlakte/Water/Buitenwater (km²)	Milieu en bodemgebruik/Bodemgebruik/Omgevingsadressendichtheid (per km²)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Oppervlakte/Verkeersterrein (ha)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Oppervlakte/Bebouwd terrein (ha)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Oppervlakte/Semi-bebouwd terrein (ha)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Oppervlakte/Recreatieterrein (ha)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Oppervlakte/Agrarisch terrein (ha)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Oppervlakte/Bos en open natuurlijk terrein (ha)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Percentages/Verkeersterrein (in % oppervlakte land)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Percentages/Bebouwd terrein (in % oppervlakte land)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Percentages/Semi-bebouwd terrein (in % oppervlakte land)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Percentages/Recreatieterrein (in % oppervlakte land)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Percentages/Agrarisch terrein (in % oppervlakte land)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Percentages/Bos en open natuurlijk terrein (in % oppervlakte land)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Per inwoner/Verkeersterrein (ha / 1 000 inwoners)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Per inwoner/Bebouwd terrein (ha / 1 000 inwoners)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Per inwoner/Semi-bebouwd terrein (ha / 1 000 inwoners)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Per inwoner/Recreatieterrein (ha / 1 000 inwoners)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Per inwoner/Agrarisch terrein (ha / 1 000 inwoners)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Per inwoner/Bos en open natuurlijk terrein (ha / 1 000 inwoners)
2008	Alkemade	6470	447	5900	407	1364	592	41	670	46	116	99	6	10	1	3.1	9	9.1	5			0.8	4.6	2.2	0.9	2.2	0.9	1.7	1.6	0.8	7.5	2	11.7	0.5	2.3	0.9	1.1	1.9	8.2	8985	3255	734	1735	1092	226	56	30		30.91	26.95	3.95	3.95	0	571	145	261	12	70	2185	18	5.4	9.7	0.5	2.6	81.2	0.7	10	18	1	5	151	1
2009	Alkemade																																																																							
2010	Alkemade																																																																							
2007	Alkmaar	38169	405	33277	353	5129	3086	33	5061	54	367	345	12	10	0.7	12	3	3.1	1.3	0.7	8	0.6	14.7	1.1	7.4	1.3	4.7					1.5						1.1	2.1	49181	24203	4615	5634	6626	2156		104		31.22	29.41	1.81	1.81	0	2201																		
2008	Alkmaar	39085	416	33593	358	5274	3195	34	5581	59	378	353	15	10	0.7	11.9	3	3.2	1.3			0.6	14.7	1.2	7.6	1.3	4.8	0.7	12.7	0.8	48.4	1.5	2.6	3	2.3	0.9	0.5	1.1	2.1	47472	23712	4395	5586	6298	1973		106	4913	31.22	29.41	1.81	1.81	0	2209	205	1611	136	431	523	20	7	55.1	4.6	14.7	17.9	0.7	2	17	1	5	6	0
2009	Alkmaar	40190	430	34078	365	5409	3349	36	6284	67	381	356	15	10	0.7	12		3.1	1.3	0.7	7.8	0.6	14.7	1.2	8.7	1.3	4.8	0.7	13.2	0.8	48.8	1.3	2.6	3	2.3			1.1	2.1	45581	23059	3773	5762	6254	1984		105	4197	31.22	29.28	1.95	1.95	0	2226																		
2010	Alkmaar	40694	434	34717	370	5424	3442	37	6921	74	382	357	15	10	0.7	11.6		3.1	1.3	0.6	8.7	0.6	14.7	1.2	8.7	1.3	4.8	0.7	12.6	0.8	49.2		2.6	3	2.3	0.9	0.4	1.1	2.1	45600	22838	3098	5550	6289	1985		98	5278	31.22	29.28	1.95	1.95	0	2237	217	1605	163	428	495	20	7.4	54.8	5.6	14.6	16.9	0.7	2	17	2	5	5	0
2007	Almelo	30769	427	28822	400	4255	2269	31	3068	43	497	470	8	19	0.9	10.1	3.6	3.7	2	1	6.3	0.7	10.4	1.5	4.1	2.1	3.5					1.6						2.1	2.4	40287	19582	3207	7440	3967	1209	247	137	4498	69.4	67.43	1.97	1.97	0	1398																		
2008	Almelo	31753	439	29381	406	5070	2332	32	3424	47	508	474	8	25	0.9	9.8	3.6	3.7	2			0.7	10.6	1.5	4.3	2.1	4.3	0.8	10.2	0.7	25.2	1.5	2.6	1	3.1	0.9	0.5	2.1	2.4	39274	18860	3438	7191	3884	1260	299	136	4206	69.4	67.43	1.97	1.97	0	1429	416	1845	186	287	3610	397	6.2	27.4	2.8	4.3	53.6	5.9	6	26	3	4	50	5
2009	Almelo	32314	446	29885	413	5396	2419	33	3751	52	517	484	8	25	0.9	9.8		3.7	2	0.9	8.2	0.7	10.5	1.5	4.3	2.1	3.5	0.8	10.1	0.7	24.8	1.5	2.6	1	3.1			2.1	2.4	38907	18903	3004	7273	3653	1254	327	142	4351	69.4	67.39	2	2	0	1434																		
2010	Almelo	32807	452	30313	418	5369	2426	33	4001	55	517	485	8	25	0.9	9.8		3.7	2	0.9	8.5	0.7	10.5	1.5	4.3	2.1	3.5	0.8	10.5	0.8	25.2		2.6	1	3.1	0.9	0.4	2.1	2.4	38198	18780	2489	7017	3621	1120		133	4744	69.4	67.39	2	2	0	1442	419	1853	175	282	3588	411	6.2	27.5	2.6	4.2	53.3	6.1	6	26	2	4	49	6
2007	Almere	189275	1046	62334	345	30435	5255	29	5752	32	1063	965	51	47	0.8	6.8	3.9	3.9	1.5	0.6	17.4	0.5	19.2	1.9	3.3	2.3	2.2					2.2						1.4	1.8	97797	47165	8962	8377	10372	2729	312	173		248.77	130.33	118.44	118.44	0	1578																		
2008	Almere	201537	1100	63963	349	32094	5545	30	6840	37	1073	975	51	47	0.8	6.7	3.9	3.9	1.5			0.5	19.7	1.9	3.3	2.3	2.2	0.7	9.2	0.8	25.7	2.2	4.1	1	2.2	0.9	0.2	1.4	1.8	96997	46151	7957	6614	10381	2890	749	210		248.77	130.33	118.44	118.44	0	1592	695	2986	1094	1402	3486	3297	5.4	23	8.4	10.8	26.9	25.4	4	16	6	8	19	18
2009	Almere	214910	1157	65554	353	33943	5908	32	7823	42	1094	996	51	47	0.8	6.7		4	1.5	0.6	17.2	0.5	19.8	1.9	3.2	2.4	2.2	0.7	9.1	0.8	25	2.2	4.1	1	2.2			1.4	1.8	97094	46738	7827	7243	9773	3075	877	202		248.77	129.81	118.95	118.95	0	1595																		
2010	Almere	213697	1136	67212	357	34361	6206	33	8915	47	1114	1016	51	47	0.8	6.6		4	1.5	0.5	25.1	0.5	19.6	1.9	3.2	2.4	2.2	0.7	9.4	0.9	25.2		4.1	1	2.3	1.2	0.3	1.4	1.9	88295	39016	4986	6879	9822	3036	850	272		248.77	129.81	118.95	118.95	0	1580	694	3060	1022	1371	3362	3421	5.4	23.7	7.9	10.6	26	26.5	4	16	5	7	18	18
2007	Alphen aan den Rijn	36623	515	27416	386	4976	2367	33	2713	38	325	289	22	14	0.6	11	2.3	2.3	6.9	0.9	8.3	0.6	16.4	1.3	4.8	1.4	3.8					1.6						1.8	2.6	38815	18414	2342	4010	4767	1508	351	98	7325	57.68	55.07	2.61	2.61	0	2130																		
2008	Alphen aan den Rijn	37838	528	27900	389	5164	2477	35	2943	41	324	288	22	14	0.6	9.1	2.3	2.3	6.9			0.6	16.4	1.4	4.8	1.6	2.9	0.9	8.1	0.7	36.7	1.6	2.3	2	2.7	1.1	0.4	1.8	2.6	39390	18208	2155	4281	4874	1476	338	93	7965	57.68	55.07	2.61	2.61	0	2138	227	1144	135	406	3586	7	4.1	20.8	2.5	7.4	65.1	0.1	3	16	2	6	50	0
2009	Alphen aan den Rijn	38762	537	28382	393	5264	2591	36	3313	46	324	288	22	14	0.7	6.2		2.3	6.9	0.9	8.6	0.6	16.2	1.4	4.8	1.6	2.9	0.9	8	0.7	36.7	1.6	2.3	2	2.7			1.8	2.6	39332	18022	2002	4193	5665	1466	337	88	7559	57.68	55.06	2.61	2.61	0	2148																		
2010	Alphen aan den Rijn	38947	537	28882	398	5148	2699	37	3710	51	324	288	22	14	0.7	6.7		2.3	6.8	0.8	9.5	0.6	16.2	1.4	4.8	1.6	2.9	0.9	8	0.7	38		2.3	2	2.7	1.3	0.3	1.8	2.6	39135	18142	1937	4214	5141	1479	320	96	7806	57.68	55.06	2.61	2.61	0	2168	221	1137	174	410	3550	6	4	20.7	3.2	7.5	64.6	0.1	3	16	2	6	49	0
2007	Alphen en Riel																																																																							
2008	Alphen en Riel																																																																							
2009	Alphen en Riel																																																																							
2010	Alphen en Riel																																																																							
2007	Alphen-Chaam	5020	531	4843	512	931	447	47	394	42	226	208	18	0	1.7	1.2	12	11.9	3.6	5.7	0	1	1.4	7	0.1	7.1	0.1					3.3						1.1	12.7	5501	2194	59	1448	840	204	33	28		93.64	93.18	0.47	0.47	0	261																		
2008	Alphen-Chaam	5129	542	4926	521	934	461	49	427	45	227	209	18	0	1.7	1.2	12	11.9	3.6			1	1.4	7	0.1	7.1	0.1	1.5	1.3	1.1	4.4	3	12.3	0.3	12.3	1.3	1.4	1.1	12.6	5244	2120	62	1312	842	204	30	27		93.64	93.18	0.47	0.47	0	265	159	308	8	186	6675	1978	1.7	3.3	0.1	2	71.7	21.2	17	33	1	20	706	209
2009	Alphen-Chaam	5166	548	4969	527	948	494	52	492	52	227	209	18	0	1.7	1.2		11.9	3.6	1.6	1.3	1	1.4	7	0.1	7.1	0.1	1.5	1.3	1.1	4.4	3	12.4	0.3	12.3			1.1	12.6	5365	2042	66	1337	824	195	33	28		93.64	93.15	0.5	0.5	0	266																		
2010	Alphen-Chaam	5225	554	5047	535	961	520	55	535	57	227	209	18	0	1.6	1.6		11.9	3.6	1.5	1.7	1	1.4	7	0.1	7.1	0.1	1.5	1.3	1.1	4.7		11.9	0.4	12.3	1.2	1	1.1	12.6	5457	2027	66	1295	793	209	39		1016	93.64	93.15	0.5	0.5	0	266	160	318	8	181	6659	1990	1.7	3.4	0.1	1.9	71.5	21.4	17	34	1	19	706	211
2007	Ambt Delden																																																																							
2008	Ambt Delden																																																																							
2009	Ambt Delden																																																																							
2010	Ambt Delden																																																																							
2007	Ambt Montfort																																																																							
2008	Ambt Montfort																																																																							
2009	Ambt Montfort																																																																							
2010	Ambt Montfort																																																																							
2007	Ameland	1479	427	1418	410	459	226	65	366	106	119	119	0	0	2.2	0.6	28.7	28.7	0	6.3	0.4	0.8	1.4	4.7	0.5	26	0					29.9						18.9	39.1	3448	1465	143	704	357	279	14	11		268.5	59.18	209.32	0.66	208.66	184																		
2008	Ameland	1488	431	1431	414	466	227	66	381	110	120	120	0	0	2.2	0.6	28.7	28.7	0			0.8	1.4	4.7	0.5	26	0	0.4	2.8	0.3	12.7	29.9	43.8	0	5.4	0.7	0.8	18.9	39.1										268.5	59.18	209.32	0.66	208.66	187	113	150	30	270	2025	3295	1.9	2.6	0.5	4.6	34.4	56	33	43	9	78	586	953
2009	Ameland	1554	448	1487	429	474	235	68	383	111	120	120	0	0	2.2	0.6		28.7	0	6.4	0.4	0.8	1.4	4.7	0.5	26	0	0.4	2.8	0.3	14.8	1.2	43.8	0	6.6			18.9	39.1	3947	1507	155	687	581	293	17	6		268.5	58.83	209.67	0.65	209.02	186																		
2010	Ameland	1545	441	1482	423	473	227	65	384	110	113	113	0	0	2.2	0.6		28.7	0	6.4	0.4	0.8	1.4	4.6	0.5	25.9	0	0.4	2.8	0.3	14.1		43.8	0	6.5	0.7	0.7	18.9	39.1										268.5	58.83	209.67	0.65	209.02	220	117	152	32	278	2035	3255	2	2.6	0.5	4.7	34.7	55.5	33	43	9	79	581	930
2007	Amerongen																																																																							
2008	Amerongen																																																																							
2009	Amerongen																																																																							
2010	Amerongen																																																																							
2007	Amersfoort	59160	425	49962	359	8267	4850	35	6460	46	623	561	13	49	0.7	11.5	4.6	3.6	7.8	0.7	11.8	0.6	16.5	1.4	10.5	1.9	6.4					1.6						1.5	2.4	83708	33702	5061	10641	9091	2556	465	262	21930	63.78	62.83	0.95	0.95	0	2159																		
2008	Amersfoort	63241	448	51112	362	8814	5003	35	7315	52	627	566	13	49	0.7	10.8	4.5	3.6	7.8			0.6	16.7	1.3	10.9	1.7	6.8	0.7	11.8	0.6	60.2	1.6	3.5	1	1.8	0.7	0.5	1.5	2.4	81573	32734	4924	10597	9207	2645	616	250	20600	63.78	62.83	0.95	0.95	0	2158	443	2541	284	396	2102	512	7.1	40.5	4.5	6.3	33.5	8.2	3	18	2	3	15	4
2009	Amersfoort	69911	488	52610	367	10193	5203	36	8153	57	638	576	13	49	0.7	10.7		3.7	7.7	0.7	13.1	0.6	16.9	1.2	10.7	1.8	6.6	0.7	11.7	0.6	59.8	1.6	3.5	1	1.8			1.5	2.4	79490	33843	3826	10433	8557	2562	567	267	19435	63.78	62.77	1.01	1.01	0	2170																		
2010	Amersfoort	71911	496	53739	371	10458	5365	37	8995	62	638	576	13	49	0.7	10.2		3.7	7.7	0.8	13.2	0.6	16.8	1.2	10.7	1.8	6.6	0.7	11.6	0.6	59.7		3.6	1	1.9	0.7	0.6	1.5	2.4	77706	32816	4048	10083	8408	2818	564	270	18698	63.78	62.77	1.01	1.01	0	2178	450	2531	350	408	2024	511	7.2	40.3	5.6	6.5	32.3	8.1	3	17	2	3	14	4
2007	Ammerzoden																																																																							
2008	Ammerzoden																																																																							
2009	Ammerzoden																																																																							
2010	Ammerzoden																																																																							
2007	Amstelveen	32503	412	30495	386	2278	1809	23	2928	37	305	283	11	11	0.6	15.9	2.8	2.6	10.3	0.7	16.9	0.8	11.1	1.7	6.3	1.7	6.7					1.5						1.5	6.1	40209	21868	1568	2401	4515	2045	299	99	7414	44.05	41.5	2.55	2.55	0	2037																		
2008	Amstelveen	32700	414	30364	384	2399	1874	24	3528	45	319	297	11	11	0.6	15.9	2.8	2.6	10.4			0.8	11.1	1.7	6.4	1.7	6.7	0.7	10.9	0.6	39.9	1.5	3.9	6.5	2.5	1	0.5	1.5	6.2	40002	22172	1924	2001	4774	2033	320	110	6669	44.05	41.5	2.55	2.55	0	2031	214	1177	109	501	1732	410	5.2	28.4	2.6	12.1	41.8	9.9	3	15	1	6	22	5
2009	Amstelveen	33123	415	30594	384	2434	1920	24	4107	51	317	293	13	11	0.6	15.7		2.6	10.4	0.7	16.4	0.8	11.1	1.7	6.4	1.7	6.7	0.7	10.9	0.6	39.6	1.5	3.9	6.4	2.5			1.4	6.2	39276	22272	1629	1757	4566	2005	256	108	6683	44.05	41.46	2.59	2.59	0	2031																		
2010	Amstelveen	33598	416	31069	385	2437	1952	24	4641	58	320	297	12	11	0.6	15.8		2.7	10	0.7	17	0.8	11.1	1.7	6.3	1.7	6.8	0.7	11	0.6	41.4		4	6.3	2.5	1	0.5	1.4	6.2	38584	20495	1710	2885	4603	1968	256	106	6561	44.05	41.46	2.59	2.59	0	2030	210	1198	136	478	1684	435	5.1	28.9	3.3	11.5	40.7	10.5	3	15	2	6	21	5
2007	Amsterdam	215613	290	186872	252	25635	14377	19	24197	33	1849	1746	9	94	0.5	37.3	2.2	2.2	11.2	0.5	44.9	0.5	30.5	1.2	13.7	1.5	11					1.1						2	2.5	357793	242093	49698	1215	24811	16289	1707	673	21307	219.44	166.29	53.15	53.15	0	6030																		
2008	Amsterdam	215586	289	188779	253	25243	14765	20	30826	41	1853	1750	9	94	0.5	37.3	2.2	2.3	11.2			0.5	29.4	1.2	13.7	1.5	11.2	0.5	26.6	0.4	384.1	1.1	2.9	11.1	1.9	1.1	0.5	2	2.5	362795	241570	53631	543	24549	16337	1826	673	23666	219.44	166.29	53.15	53.15	0	6051	1367	7875	1512	2536	2822	463	8.2	47.5	9.1	15.3	17	2.8	2	11	2	3	4	1
2009	Amsterdam	219112	290	191311	253	25463	15404	20	37938	50	1863	1760	9	94	0.5	36.8		2.3	11.2	0.4	51.6	0.5	29.2	1.2	14.1	1.5	11.1	0.5	26.6	0.4	379.3	1.2	2.9	11	1.9			2	2.5	350484	229913	58765	543	22932	15921	1792	556	20062	219.44	165.92	53.52	53.52	0	6038																		
2010	Amsterdam	218595	285	194284	253	25095	15947	21	44490	58	1866	1763	9	94	0.5	36.5		2.3	11.2	0.4	58.1	0.5	29.3	1.1	14.3	1.4	10.9	0.5	27.8	0.4	385.1		2.9	10.7	1.9	1.2	0.5	2	2.5	345184	225175	60497	272	22873	16068	1711	537	18051	219.44	165.92	53.52	53.52	0	6026	1357	7934	1530	2507	2800	460	8.2	47.8	9.2	15.1	16.9	2.8	2	10	2	3	4	1
2007	Andijk	3075	466	2921	443	699	386	59	346	52	68	68	0	0	1.2	2.2	18.3	18.7	0.9	2.5	1	0.8	3.4	6	0.1	7.1	0					5						4.9	6.7	4533	1454	238	1051	584	145	21	13	1027	47.69	21.18	26.51	26.51	0	298																		
2008	Andijk	3112	473	2949	448	724	394	60	369	56	68	68	0	0	1.2	2.2	18.3	18.7	0.9			0.8	3.4	6	0.1	7.1	0	1.4	1.9	0.8	5	5	19.1	0	3.3	1.1	1.3	4.9	6.6	4628	1494	253	1158	553	152	18	10	991	47.69	21.18	26.51	26.51	0	309	67	217	79	88	1623	40	3.2	10.3	3.7	4.2	76.8	1.9	10	33	12	13	247	6
2009	Andijk	3179	489	2977	458	692	392	60	389	60	68	68	0	0	1.2	2.2		18.7	0.9	2.5	1	0.7	3.4	6	0.1	7.1	0	1.4	1.9	0.8	5	5	19.1	0	3.3			4.9	6.6	4677	1523	230	1160	586	153	18	14	992	47.69	21.15	26.55	26.55	0	312																		
2010	Andijk	3289	506	3079	473	686	388	60	412	63	68	68	0	0	1.2	2		18.7	0.9	2.5	1	0.7	3.4	6	0.1	7.1	0	1.4	1.9	1	2.4		19.1	0	3.7	1	1.4	4.9	6.6	4453	1410	200	1040	576	134	12	12	1068	47.69	21.15	26.55	26.55	0	312	66	222	38	89	1646	42	3.2	10.5	1.8	4.2	78.3	2	10	34	6	14	253	6
2007	Angerlo																																																																							
2008	Angerlo																																																																							
2009	Angerlo																																																																							
2010	Angerlo																																																																							
2007	Anloo																																																																							
2008	Anloo																																																																							
2009	Anloo																																																																							
2010	Anloo																																																																							
2007	Anna Paulowna	6115	437	5917	422	1181	780	56	756	54	181	168	7	6	1.1	1.9	11	15.2	1	1.9	0.8	0.9	2.8	11.1	0	11.5	0					2.8						1.9	3.4	8810	3411	413	1893	1356	256		14		78.81	74.68	4.14	2.89	1.24	458																		
2008	Anna Paulowna	6311	447	6115	433	1166	815	58	808	57	181	169	7	6	1.1	1.9	10.9	15.2	0.9			0.9	2.8	10.7	0	11.6	0	1.3	2.6	2	2.5	2.8	11.9	0.2	4.5	1.2	0.8	1.9	3.4	9149	3567	458	1861	1326	236		17		78.81	74.68	4.14	2.89	1.24	455	213	274	92	56	6722	106	2.9	3.7	1.2	0.8	90.1	1.4	15	19	7	4	476	8
2009	Anna Paulowna	6461	456	6263	442	1152	852	60	887	63	182	170	7	6	1.7	1.8		15.2	1	1.7	1.4	1	2.8	11.2	0	10.9	0	1.3	2.6	2	2.5	2.8	11.9	0.2	4.5			1.9	3.5	9008	3415	402	1987	1240	263		12		78.81	74.6	4.21	2.97	1.24	460																		
2010	Anna Paulowna	6614	465	6411	450	1176	890	63	946	66	182	170	7	6	1.7	1.8		15.8	0.9	1.3	0.9	1	2.8	11.4	0	12.1	0	1.3	2.6	2	3		11.9	0.2	4.6	1.1	0.7	2	3.5	9243	3426	423	2024	1249			20	1687	78.81	74.6	4.21	2.97	1.24	461	205	294	86	59	6695	112	2.7	3.9	1.2	0.8	89.9	1.5	14	21	6	4	470	8
2007	Apeldoorn	70338	452	62783	404	9589	6408	41	8503	55	1223	1073	65	85	0.8	13.5	4.1	3.6	3.9	1.2	7.4	0.6	17.5	2	5.8	2.2	5.4					1.9						2	2.7	73082	32735	4011	11895	12994	3436	620	164		341.13	339.92	1.21	1.21	0	1588																		
2008	Apeldoorn	71224	459	63364	409	9772	6562	42	9191	59	1239	1089	65	85	0.8	13.1	4.1	3.6	3.8			0.6	17.5	2	5.8	2.2	5.4	0.8	10.8	0.7	38.6	1.9	3.8	0.9	2.9	1	0.5	2	2.8	72631	31953	4229	11668	12891	3613	570	143		341.13	339.92	1.21	1.21	0	1604	980	3624	275	1092	8580	19438	2.9	10.7	0.8	3.2	25.2	57.2	6	23	2	7	55	125
2009	Apeldoorn	72153	465	64270	414	9990	6628	43	10256	66	1245	1095	65	85	0.8	12.8		5.5	1.9	1.2	8.6	0.6	17.6	2	6.4	2.2	5.4	0.8	11.2	0.7	38.9	1.9	3.9	0.9	3			2	2.7	73793	27783	3523	18285	12183	3578	797	151		341.13	339.87	1.26	1.26	0	1613																		
2010	Apeldoorn	73106	469	65441	420	9854	6802	44	10971	70	1253	1103	65	85	0.8	12.9		5.5	1.9	1	16.5	0.6	18.1	2	5.5	2.1	6.1	0.8	10.8	0.7	39		3.8	0.9	3	1	0.5	2	2.7	71858	25784	3515	18395	11445	3840	716	136	8027	341.13	339.87	1.26	1.26	0	1630	1008	3613	341	1042	8503	19479	3	10.6	1	3.1	25	57.3	6	23	2	7	55	125
2007	Appingedam	4924	404	4820	396	456	505	41	455	37	122	105	8	9	0.8	4.9	3.9	3.9	1	1.3	1	0.7	7.4	1	4	1.6	2					1.3						0.7	1.4	8380	2778	277	1508	1102	320		22	2304	24.62	23.84	0.78	0.78	0	928																		
2008	Appingedam	5029	415	4924	406	445	515	42	489	40	122	105	8	9	0.8	5	3.9	3.9	1			0.7	7.4	1.3	4	1.6	2	0.8	4	0.7	8.9	1.3	23.4	0	1.9	1	0.8	0.7	1.4	8172	2843	315	1547	1123	136	54	18	2136	24.62	23.84	0.78	0.78	0	919	107	321	54	53	1784	61	4.5	13.5	2.3	2.2	74.9	2.6	9	26	4	4	147	5
2009	Appingedam	5087	420	4986	412	441	543	45	493	41	123	107	8	9	0.8	5		3.9	1	1.3	1	0.7	7.4	1.3	4	1.6	2	0.8	4	0.7	10.9	1.3	23.4	0	1.7			0.7	1.5	8492	2867	339	1577	1010	313		15	2320	24.62	23.8	0.82	0.82	0	925																		
2010	Appingedam	5171	430	5056	420	422	547	45	541	45	124	107	8	9	0.9	3.4		3.9	1	1.3	1	0.7	7.4	1.4	3	1.6	2	0.8	4	0.9	9.9		23.4	0	1.7	0.9	0.7	0.7	1.5	7870	2797	492	1543	994	282		16	1660	24.62	23.8	0.82	0.82	0	942	111	306	65	53	1784	62	4.7	12.9	2.7	2.2	74.9	2.6	9	25	5	4	148	5
2007	Arcen en Velden	4128	470	3986	454	543	430	49	309	35	227	215	12	0	1.1	2.1	9.6	9.8	1.3	1.2	1.2	0.7	3	7.3	0.4	7.3	0.4					1.2						0.6	8.7	5553	1336	300	1479	790	206	32	13		41.54	39.54	1.99	1.99	0	348																		
2008	Arcen en Velden	4162	476	4024	460	550	439	50	367	42	227	215	12	0	1	2.1	9.6	9.8	1.3			0.7	3	7.3	0.4	7.3	0.4	1.4	1.6	1	2.5	1.2	8.2	1.3	10.5	0.8	0.7	0.6	8.7	6525	1377	440	1885	959	192	27	15		41.54	39.54	1.99	1.99	0	344	92	203	67	131	2111	1333	2.3	5.2	1.7	3.3	53.6	33.8	11	23	8	15	241	152
